borehole_id,easting,northing,depth_m,depth_top_m,depth_bot_m,soil_layer,soil_desc,consistency,su_kpa,su_method,spt_n,unit_weight,plasticity_idx,liquid_limit,plastic_limit,water_content,source_file,notes
OW-01,658871,1522280,50.95,50.65,51.25,MSC,Hard silty CLAY light grey to grey low plasticity (CL),Hard,,,56,19.9,16,34,18,20,OW-01.pdf,
OW-01,658871,1522280,52.45,52.15,52.75,MSC,Hard silty CLAY light grey to grey low plasticity (CL),Hard,,,57,20.0,13,32,19,16,OW-01.pdf,
OW-01,658871,1522280,53.15,52.6,53.7,FS,Firm SAND / Sandy CLAY transition (SM-SC),Medium Dense,,,21,19.2,,,,22,OW-01.pdf,Transition layer
OW-01,658871,1522280,54.45,54.15,54.75,SS,Dense to very dense SAND with silt grey fine to medium grained (SM SP-SM),Very Dense,,,61,20.2,,,,17,OW-01.pdf,
OW-01,658871,1522280,55.95,55.65,56.25,SS,Dense to very dense SAND with silt grey fine to medium grained (SM SP-SM),Very Dense,,,60,20.7,,,,13,OW-01.pdf,
OW-01,658871,1522280,57.45,57.15,57.75,SS,Dense to very dense SAND with silt grey fine to medium grained (SM SP-SM),Very Dense,,,57,20.9,,,,12,OW-01.pdf,
OW-01,658871,1522280,58.95,58.65,59.25,SS,Dense to very dense SAND with silt grey fine to medium grained (SM SP-SM),Very Dense,,,59,20.7,,,,14,OW-01.pdf,
OW-01,658871,1522280,60.45,60.15,60.75,SS,Dense to very dense SAND with silt grey fine to medium grained (SM SP-SM),Very Dense,,,62,20.3,,,,13,OW-01.pdf,
OW-01,658871,1522280,61.95,61.65,62.25,SS,Dense to very dense SAND with silt grey fine to medium grained (SM SP-SM),Very Dense,,,55,20.5,,,,15,OW-01.pdf,
OW-01,658871,1522280,63.45,63.15,63.75,SS,Dense to very dense SAND with silt grey fine to medium grained (SM SP-SM),Very Dense,,,69,20.3,,,,15,OW-01.pdf,
OW-02,663200,1519500,0.8,0.0,1.6,MG,Fill Material / Made Ground,Stiff,,,10,17.7,,,,22,OW-02.pdf,
OW-02,663200,1519500,2.35,1.9,2.8,VSC,Very soft to soft CLAY grey high plasticity (CH),Very Soft,13.0,ST,,14.8,58,83,25,107,OW-02.pdf,
OW-02,663200,1519500,3.85,3.4,4.3,VSC,Very soft to soft CLAY grey high plasticity (CH),Very Soft,14.3,ST,,14.3,44,69,25,92,OW-02.pdf,
OW-02,663200,1519500,5.35,4.9,5.8,VSC,Very soft to soft CLAY grey high plasticity (CH),Soft,19.6,ST,,15.0,48,74,26,87,OW-02.pdf,
OW-02,663200,1519500,6.85,6.4,7.3,VSC,Very soft to soft CLAY grey high plasticity (CH),Very Soft,14.3,ST,,15.5,39,65,25,104,OW-02.pdf,
OW-02,663200,1519500,7.55,7.1,8.0,SOC,Soft to medium CLAY grey high plasticity (CH),Soft,24.7,ST,,15.1,57,77,20,61,OW-02.pdf,
OW-02,663200,1519500,9.05,8.6,9.5,SOC,Soft to medium CLAY grey high plasticity (CH),Medium,26.9,ST,,15.8,47,72,25,68,OW-02.pdf,
OW-02,663200,1519500,10.55,10.1,11.0,SOC,Soft to medium CLAY grey high plasticity (CH),Medium,31.8,ST,,15.3,44,68,24,70,OW-02.pdf,
OW-02,663200,1519500,12.55,12.1,13.0,SC,Stiff to very stiff CLAY light grey to grey high plasticity (CH),Stiff,82.9,ST,,18.4,31,50,19,33,OW-02.pdf,
OW-02,663200,1519500,14.05,13.75,14.35,SC,Stiff to very stiff CLAY light grey to grey high plasticity (CH),Very Stiff,,,19,18.4,31,54,23,32,OW-02.pdf,SS sample in stiff clay
OW-02,663200,1519500,15.55,15.1,16.0,SC,Stiff to very stiff CLAY light grey to grey high plasticity (CH),Very Stiff,105.7,ST,,17.8,32,53,21,29,OW-02.pdf,
OW-02,663200,1519500,17.05,16.75,17.35,SC,Stiff to very stiff CLAY light grey to grey high plasticity (CH),Very Stiff,,,24,18.5,33,52,19,38,OW-02.pdf,SS sample in stiff clay
OW-02,663200,1519500,18.55,18.1,19.0,SC,Stiff to very stiff CLAY light grey to grey high plasticity (CH),Very Stiff,120.9,ST,,18.4,38,60,22,31,OW-02.pdf,
OW-02,663200,1519500,20.05,19.75,20.35,SC,Stiff to very stiff CLAY light grey to grey high plasticity (CH),Very Stiff,,,28,18.3,36,52,16,39,OW-02.pdf,SS sample in stiff clay
OW-02,663200,1519500,21.55,21.1,22.0,SC,Stiff to very stiff CLAY light grey to grey high plasticity (CH),Very Stiff,147.0,ST,,18.5,23,46,23,30,OW-02.pdf,
OW-02,663200,1519500,23.25,22.95,23.55,SS,Dense to very dense silty SAND grey fine to medium grained (SM),Medium Dense,,,26,19.7,,,,17,OW-02.pdf,
OW-02,663200,1519500,24.75,24.45,25.05,SS,Dense to very dense silty SAND grey fine to medium grained (SM),Dense,,,36,19.9,,,,17,OW-02.pdf,
OW-02,663200,1519500,26.25,25.95,26.55,SS,Dense to very dense silty SAND grey fine to medium grained (SM),Dense,,,44,19.7,,,,15,OW-02.pdf,
OW-02,663200,1519500,27.75,27.45,28.05,SS,Dense to very dense silty SAND grey fine to medium grained (SM),Dense,,,42,20.0,,,,19,OW-02.pdf,
OW-02,663200,1519500,29.25,28.95,29.55,SS,Dense to very dense silty SAND grey fine to medium grained (SM),Dense,,,50,19.3,,,,18,OW-02.pdf,
OW-02,663200,1519500,30.75,30.45,31.05,SS,Dense to very dense silty SAND grey fine to medium grained (SM),Very Dense,,,56,19.8,,,,16,OW-02.pdf,
OW-02,663200,1519500,32.25,31.95,32.55,SS,Dense to very dense silty SAND grey fine to medium grained (SM),Very Dense,,,53,19.6,,,,18,OW-02.pdf,
OW-02,663200,1519500,33.75,33.45,34.05,SS,Dense to very dense silty SAND grey fine to medium grained (SM),Very Dense,,,54,20.2,,,,18,OW-02.pdf,
OW-02,663200,1519500,35.25,34.95,35.55,SS,Dense to very dense silty SAND grey fine to medium grained (SM),Very Dense,,,54,20.0,,,,19,OW-02.pdf,
OW-02,663200,1519500,36.75,36.45,37.05,SS,Dense to very dense silty SAND grey fine to medium grained (SM),Very Dense,,,58,19.7,,,,12,OW-02.pdf,
OW-02,663200,1519500,38.25,37.95,38.55,SS,Dense to very dense silty SAND grey fine to medium grained (SM),Very Dense,,,68,19.6,,,,13,OW-02.pdf,
OW-02,663200,1519500,39.75,39.45,40.05,SS,Dense to very dense silty SAND grey fine to medium grained (SM),Very Dense,,,58,19.7,,,,19,OW-02.pdf,
OW-02,663200,1519500,41.25,40.95,41.55,MSC,Hard silty CLAY light grey to grey low plasticity (CL),Hard,,,36,20.2,18,34,16,24,OW-02.pdf,
OW-02,663200,1519500,42.75,42.45,43.05,MSC,Hard silty CLAY light grey to grey low plasticity (CL),Hard,,,44,20.1,29,46,17,20,OW-02.pdf,
OW-02,663200,1519500,44.25,43.95,44.55,MSC,Hard silty CLAY light grey to grey low plasticity (CL),Hard,,,52,20.5,18,40,22,19,OW-02.pdf,
OW-02,663200,1519500,45.75,45.45,46.05,MSC,Hard silty CLAY light grey to grey low plasticity (CL),Hard,,,50,20.1,13,32,20,24,OW-02.pdf,
OW-02,663200,1519500,47.25,46.95,47.55,MSC,Hard silty CLAY light grey to grey low plasticity (CL),Hard,,,51,20.1,30,47,17,17,OW-02.pdf,
OW-02,663200,1519500,48.75,48.45,49.05,MSC,Hard silty CLAY light grey to grey low plasticity (CL),Hard,,,51,19.9,27,47,20,18,OW-02.pdf,
OW-02,663200,1519500,50.25,49.95,50.55,MSC,Hard silty CLAY light grey to grey low plasticity (CL),Hard,,,55,20.7,19,37,17,22,OW-02.pdf,
OW-02,663200,1519500,51.75,51.45,52.05,MSC,Hard silty CLAY light grey to grey low plasticity (CL),Hard,,,68,20.1,19,35,17,23,OW-02.pdf,
OW-02,663200,1519500,53.25,52.95,53.55,MSC,Hard silty CLAY light grey to grey low plasticity (CL),Hard,,,66,19.8,25,46,21,20,OW-02.pdf,
OW-02,663200,1519500,54.75,54.45,55.05,MSC,Hard silty CLAY light grey to grey low plasticity (CL),Hard,,,69,20.1,20,37,16,22,OW-02.pdf,
OW-02,663200,1519500,56.4,55.8,57.0,FS,Firm SAND / Sandy CLAY transition (SM-SC),Medium Dense,,,15,19.1,,,,17,OW-02.pdf,Transition layer
OW-02,663200,1519500,57.75,57.45,58.05,SS,Dense to very dense SAND with silt grey fine to medium grained (SM SP-SM),Dense,,,48,20.5,,,,19,OW-02.pdf,
OW-02,663200,1519500,59.25,58.95,59.55,SS,Dense to very dense SAND with silt grey fine to medium grained (SM SP-SM),Dense,,,44,20.2,,,,14,OW-02.pdf,
OW-02,663200,1519500,60.75,60.45,61.05,SS,Dense to very dense SAND with silt grey fine to medium grained (SM SP-SM),Dense,,,46,20.4,,,,16,OW-02.pdf,
OW-03,655100,1526800,1.2,0.0,2.4,MG,Fill Material / Made Ground,Stiff,,,13,17.6,,,,26,OW-03.pdf,
OW-03,655100,1526800,3.15,2.7,3.6,VSC,Very soft to soft CLAY grey high plasticity (CH),Soft,17.9,ST,,15.5,59,78,19,94,OW-03.pdf,
OW-03,655100,1526800,4.65,4.2,5.1,VSC,Very soft to soft CLAY grey high plasticity (CH),Very Soft,14.2,ST,,14.2,57,81,24,87,OW-03.pdf,
OW-03,655100,1526800,6.15,5.7,6.6,VSC,Very soft to soft CLAY grey high plasticity (CH),Soft,18.3,ST,,15.2,52,76,24,88,OW-03.pdf,
OW-03,655100,1526800,7.65,7.2,8.1,VSC,Very soft to soft CLAY grey high plasticity (CH),Soft,17.5,ST,,14.9,61,84,23,73,OW-03.pdf,
OW-03,655100,1526800,9.05,8.6,9.5,SOC,Soft to medium CLAY grey high plasticity (CH),Medium,26.4,ST,,15.1,44,71,27,72,OW-03.pdf,
OW-03,655100,1526800,10.55,10.1,11.0,SOC,Soft to medium CLAY grey high plasticity (CH),Soft,23.5,ST,,15.2,55,78,23,76,OW-03.pdf,
OW-03,655100,1526800,12.05,11.6,12.5,SOC,Soft to medium CLAY grey high plasticity (CH),Medium,36.2,ST,,15.6,47,68,21,47,OW-03.pdf,
OW-03,655100,1526800,13.55,13.1,14.0,SOC,Soft to medium CLAY grey high plasticity (CH),Medium,30.6,ST,,15.6,45,69,24,71,OW-03.pdf,
OW-03,655100,1526800,14.55,14.1,15.0,SC,Stiff to very stiff CLAY light grey to grey high plasticity (CH),Stiff,66.0,ST,,18.3,39,58,18,32,OW-03.pdf,
OW-03,655100,1526800,16.05,15.75,16.35,SC,Stiff to very stiff CLAY light grey to grey high plasticity (CH),Very Stiff,,,23,18.6,32,53,21,41,OW-03.pdf,SS sample in stiff clay
OW-03,655100,1526800,17.55,17.1,18.0,SC,Stiff to very stiff CLAY light grey to grey high plasticity (CH),Very Stiff,107.9,ST,,18.2,41,58,17,35,OW-03.pdf,
OW-03,655100,1526800,19.05,18.75,19.35,SC,Stiff to very stiff CLAY light grey to grey high plasticity (CH),Very Stiff,,,23,17.6,42,61,19,36,OW-03.pdf,SS sample in stiff clay
OW-03,655100,1526800,20.55,20.1,21.0,SC,Stiff to very stiff CLAY light grey to grey high plasticity (CH),Very Stiff,125.7,ST,,18.6,43,61,18,25,OW-03.pdf,
OW-03,655100,1526800,22.05,21.75,22.35,SC,Stiff to very stiff CLAY light grey to grey high plasticity (CH),Very Stiff,,,20,18.5,32,51,19,35,OW-03.pdf,SS sample in stiff clay
OW-03,655100,1526800,23.55,23.1,24.0,SC,Stiff to very stiff CLAY light grey to grey high plasticity (CH),Very Stiff,134.9,ST,,17.9,24,45,21,29,OW-03.pdf,
OW-03,655100,1526800,24.75,24.45,25.05,SS,Dense to very dense silty SAND grey fine to medium grained (SM),Dense,,,32,19.4,,,,17,OW-03.pdf,
OW-03,655100,1526800,26.25,25.95,26.55,SS,Dense to very dense silty SAND grey fine to medium grained (SM),Dense,,,33,19.7,,,,16,OW-03.pdf,
OW-03,655100,1526800,27.75,27.45,28.05,SS,Dense to very dense silty SAND grey fine to medium grained (SM),Dense,,,44,19.8,,,,18,OW-03.pdf,
OW-03,655100,1526800,29.25,28.95,29.55,SS,Dense to very dense silty SAND grey fine to medium grained (SM),Dense,,,45,19.6,,,,18,OW-03.pdf,
OW-03,655100,1526800,30.75,30.45,31.05,SS,Dense to very dense silty SAND grey fine to medium grained (SM),Dense,,,47,19.9,,,,16,OW-03.pdf,
OW-03,655100,1526800,32.25,31.95,32.55,SS,Dense to very dense silty SAND grey fine to medium grained (SM),Dense,,,46,20.0,,,,21,OW-03.pdf,
OW-03,655100,1526800,33.75,33.45,34.05,SS,Dense to very dense silty SAND grey fine to medium grained (SM),Dense,,,47,20.0,,,,16,OW-03.pdf,
OW-03,655100,1526800,35.25,34.95,35.55,SS,Dense to very dense silty SAND grey fine to medium grained (SM),Very Dense,,,58,19.9,,,,19,OW-03.pdf,
OW-03,655100,1526800,36.75,36.45,37.05,SS,Dense to very dense silty SAND grey fine to medium grained (SM),Dense,,,44,19.6,,,,15,OW-03.pdf,
OW-03,655100,1526800,38.25,37.95,38.55,SS,Dense to very dense silty SAND grey fine to medium grained (SM),Very Dense,,,60,19.6,,,,16,OW-03.pdf,
OW-03,655100,1526800,39.75,39.45,40.05,SS,Dense to very dense silty SAND grey fine to medium grained (SM),Very Dense,,,67,20.4,,,,11,OW-03.pdf,
OW-03,655100,1526800,41.25,40.95,41.55,SS,Dense to very dense silty SAND grey fine to medium grained (SM),Very Dense,,,65,19.9,,,,17,OW-03.pdf,
OW-03,655100,1526800,42.75,42.45,43.05,SS,Dense to very dense silty SAND grey fine to medium grained (SM),Very Dense,,,68,19.4,,,,15,OW-03.pdf,
OW-03,655100,1526800,44.65,44.35,44.95,MSC,Hard silty CLAY light grey to grey low plasticity (CL),Hard,,,42,20.3,23,40,17,21,OW-03.pdf,
OW-03,655100,1526800,46.15,45.85,46.45,MSC,Hard silty CLAY light grey to grey low plasticity (CL),Hard,,,39,20.2,23,41,18,22,OW-03.pdf,
OW-03,655100,1526800,47.65,47.35,47.95,MSC,Hard silty CLAY light grey to grey low plasticity (CL),Hard,,,36,20.3,29,46,17,22,OW-03.pdf,
OW-03,655100,1526800,49.15,48.85,49.45,MSC,Hard silty CLAY light grey to grey low plasticity (CL),Hard,,,41,20.3,26,45,19,24,OW-03.pdf,
OW-03,655100,1526800,51.45,50.3,52.6,FS,Firm SAND / Sandy CLAY transition (SM-SC),Medium Dense,,,20,18.8,,,,19,OW-03.pdf,Transition layer
OW-03,655100,1526800,53.35,53.05,53.65,SS,Dense to very dense SAND with silt grey fine to medium grained (SM SP-SM),Dense,,,48,20.4,,,,15,OW-03.pdf,
OW-03,655100,1526800,54.85,54.55,55.15,SS,Dense to very dense SAND with silt grey fine to medium grained (SM SP-SM),Dense,,,47,20.7,,,,17,OW-03.pdf,
OW-03,655100,1526800,56.35,56.05,56.65,SS,Dense to very dense SAND with silt grey fine to medium grained (SM SP-SM),Dense,,,50,20.2,,,,16,OW-03.pdf,
OW-03,655100,1526800,57.85,57.55,58.15,SS,Dense to very dense SAND with silt grey fine to medium grained (SM SP-SM),Very Dense,,,64,20.5,,,,12,OW-03.pdf,
OW-03,655100,1526800,59.35,59.05,59.65,SS,Dense to very dense SAND with silt grey fine to medium grained (SM SP-SM),Very Dense,,,60,20.8,,,,11,OW-03.pdf,
OW-03,655100,1526800,60.85,60.55,61.15,SS,Dense to very dense SAND with silt grey fine to medium grained (SM SP-SM),Very Dense,,,64,20.4,,,,13,OW-03.pdf,
OW-03,655100,1526800,62.35,62.05,62.65,SS,Dense to very dense SAND with silt grey fine to medium grained (SM SP-SM),Very Dense,,,66,20.2,,,,16,OW-03.pdf,
OW-04,671300,1513200,0.85,0.0,1.7,MG,Fill Material / Made Ground,Stiff,,,9,17.9,,,,25,OW-04.pdf,
OW-04,671300,1513200,2.45,2.0,2.9,VSC,Very soft to soft CLAY grey high plasticity (CH),Very Soft,6.9,ST,,14.5,38,65,27,93,OW-04.pdf,
OW-04,671300,1513200,3.95,3.5,4.4,VSC,Very soft to soft CLAY grey high plasticity (CH),Very Soft,11.4,ST,,14.5,48,71,23,82,OW-04.pdf,
OW-04,671300,1513200,5.45,5.0,5.9,VSC,Very soft to soft CLAY grey high plasticity (CH),Soft,20.9,ST,,14.7,49,74,25,110,OW-04.pdf,
OW-04,671300,1513200,6.65,6.2,7.1,SOC,Soft to medium CLAY grey high plasticity (CH),Medium,29.4,ST,,15.5,48,72,23,76,OW-04.pdf,
OW-04,671300,1513200,8.15,7.7,8.6,SOC,Soft to medium CLAY grey high plasticity (CH),Medium,29.3,ST,,15.3,38,61,23,63,OW-04.pdf,
OW-04,671300,1513200,9.65,9.2,10.1,SOC,Soft to medium CLAY grey high plasticity (CH),Medium,38.0,ST,,15.6,40,63,22,68,OW-04.pdf,
OW-04,671300,1513200,11.15,10.7,11.6,SOC,Soft to medium CLAY grey high plasticity (CH),Medium,36.2,ST,,15.9,41,60,19,75,OW-04.pdf,
OW-04,671300,1513200,12.65,12.2,13.1,SOC,Soft to medium CLAY grey high plasticity (CH),Medium,40.2,ST,,15.6,50,73,23,78,OW-04.pdf,
OW-04,671300,1513200,13.45,13.0,13.9,SC,Stiff to very stiff CLAY light grey to grey high plasticity (CH),Stiff,92.6,ST,,17.8,35,53,18,27,OW-04.pdf,
OW-04,671300,1513200,14.95,14.65,15.25,SC,Stiff to very stiff CLAY light grey to grey high plasticity (CH),Very Stiff,,,23,18.4,24,41,18,34,OW-04.pdf,SS sample in stiff clay
OW-04,671300,1513200,16.45,16.0,16.9,SC,Stiff to very stiff CLAY light grey to grey high plasticity (CH),Very Stiff,112.0,ST,,17.9,35,52,17,46,OW-04.pdf,
OW-04,671300,1513200,17.95,17.65,18.25,SC,Stiff to very stiff CLAY light grey to grey high plasticity (CH),Very Stiff,,,23,18.6,35,57,22,36,OW-04.pdf,SS sample in stiff clay
OW-04,671300,1513200,19.45,19.0,19.9,SC,Stiff to very stiff CLAY light grey to grey high plasticity (CH),Very Stiff,120.8,ST,,18.5,31,53,23,29,OW-04.pdf,
OW-04,671300,1513200,20.95,20.65,21.25,SC,Stiff to very stiff CLAY light grey to grey high plasticity (CH),Very Stiff,,,28,18.5,40,61,20,29,OW-04.pdf,SS sample in stiff clay
OW-04,671300,1513200,22.45,22.0,22.9,SC,Stiff to very stiff CLAY light grey to grey high plasticity (CH),Very Stiff,151.9,ST,,18.0,43,64,22,39,OW-04.pdf,
OW-04,671300,1513200,23.95,23.65,24.25,SC,Stiff to very stiff CLAY light grey to grey high plasticity (CH),Hard,,,33,18.0,37,60,23,36,OW-04.pdf,SS sample in stiff clay
OW-04,671300,1513200,25.45,25.0,25.9,SC,Stiff to very stiff CLAY light grey to grey high plasticity (CH),Very Stiff,157.6,ST,,18.6,29,51,22,29,OW-04.pdf,
OW-04,671300,1513200,26.85,26.55,27.15,SS,Dense to very dense silty SAND grey fine to medium grained (SM),Dense,,,36,19.9,,,,21,OW-04.pdf,
OW-04,671300,1513200,28.35,28.05,28.65,SS,Dense to very dense silty SAND grey fine to medium grained (SM),Dense,,,35,19.8,,,,15,OW-04.pdf,
OW-04,671300,1513200,29.85,29.55,30.15,SS,Dense to very dense silty SAND grey fine to medium grained (SM),Medium Dense,,,30,19.3,,,,18,OW-04.pdf,
OW-04,671300,1513200,31.35,31.05,31.65,SS,Dense to very dense silty SAND grey fine to medium grained (SM),Dense,,,37,20.1,,,,20,OW-04.pdf,
OW-04,671300,1513200,32.85,32.55,33.15,SS,Dense to very dense silty SAND grey fine to medium grained (SM),Dense,,,44,20.3,,,,17,OW-04.pdf,
OW-04,671300,1513200,34.35,34.05,34.65,SS,Dense to very dense silty SAND grey fine to medium grained (SM),Very Dense,,,54,19.7,,,,19,OW-04.pdf,
OW-04,671300,1513200,35.85,35.55,36.15,SS,Dense to very dense silty SAND grey fine to medium grained (SM),Dense,,,47,20.0,,,,16,OW-04.pdf,
OW-04,671300,1513200,37.35,37.05,37.65,SS,Dense to very dense silty SAND grey fine to medium grained (SM),Very Dense,,,54,20.0,,,,17,OW-04.pdf,
OW-04,671300,1513200,38.85,38.55,39.15,SS,Dense to very dense silty SAND grey fine to medium grained (SM),Very Dense,,,57,20.0,,,,19,OW-04.pdf,
OW-04,671300,1513200,39.85,39.55,40.15,MSC,Hard silty CLAY light grey to grey low plasticity (CL),Very Stiff,,,27,20.2,26,43,17,22,OW-04.pdf,
OW-04,671300,1513200,41.35,41.05,41.65,MSC,Hard silty CLAY light grey to grey low plasticity (CL),Hard,,,31,20.4,20,39,19,25,OW-04.pdf,
OW-04,671300,1513200,42.85,42.55,43.15,MSC,Hard silty CLAY light grey to grey low plasticity (CL),Hard,,,43,20.2,17,35,18,17,OW-04.pdf,
OW-04,671300,1513200,44.35,44.05,44.65,MSC,Hard silty CLAY light grey to grey low plasticity (CL),Hard,,,47,20.3,20,41,21,18,OW-04.pdf,
OW-04,671300,1513200,45.85,45.55,46.15,MSC,Hard silty CLAY light grey to grey low plasticity (CL),Hard,,,46,20.0,23,43,20,21,OW-04.pdf,
OW-04,671300,1513200,47.35,47.05,47.65,MSC,Hard silty CLAY light grey to grey low plasticity (CL),Hard,,,60,20.1,18,40,22,19,OW-04.pdf,
OW-04,671300,1513200,48.85,48.55,49.15,MSC,Hard silty CLAY light grey to grey low plasticity (CL),Hard,,,61,20.4,20,41,20,19,OW-04.pdf,
OW-04,671300,1513200,50.35,50.05,50.65,MSC,Hard silty CLAY light grey to grey low plasticity (CL),Hard,,,77,19.7,17,34,17,26,OW-04.pdf,
OW-04,671300,1513200,51.85,51.55,52.15,MSC,Hard silty CLAY light grey to grey low plasticity (CL),Hard,,,69,20.0,14,34,20,21,OW-04.pdf,
OW-04,671300,1513200,53.35,53.05,53.65,MSC,Hard silty CLAY light grey to grey low plasticity (CL),Hard,,,66,19.8,15,34,19,22,OW-04.pdf,
